ID,Latitude,Longitude
USC00089034,30.0058,-82.9975
USC00089048,27.8,-81.1833
USC00089120,29.4081,-82.8189
USC00089176,27.1006,-82.4364
USC00089184,27.135,-81.3303
USC00089206,30.6167,-85.7167
USC00089219,27.6528,-80.4031
USC00089401,27.5478,-81.7994
USC00089417,30.6333,-85.5833
USC00089430,28.5175,-82.5756
USC00089511,26.0933,-80.3953
USC00089520,26.7167,-80.05
USC00089521,26.7333,-80.05
USC00089566,30.1192,-85.2042
USC00089640,30.4392,-82.7847
USC00089660,30.1667,-84.9167
USC00089707,28.0153,-81.7331
USC00089795,30.7219,-84.8742
USC00089900,28.7333,-81.6
USC00090006,31.9939,-83.3089
USC00090010,31.9381,-83.3078
USC00090041,34.3667,-84.9333
USC00090044,34.3408,-84.8347
USC00090051,31.1397,-83.423
USC00090053,31.1167,-83.4167
USC00090090,32.1833,-82.5667
USC00090131,31.35,-83.2167
USC00090140,31.5339,-84.1489
USC00090180,34.1667,-84.7333
USC00090181,34.165,-84.73
USC00090190,32.5833,-83.2333
USC00090219,34.1014,-84.3506
USC00090236,34.4417,-83.5161
USC00090253,32.0306,-84.2461
USC00090258,32.1025,-84.2667
USC00090284,32.2,-84.1333
USC00090296,34.9167,-84.0167
USC00090310,33.5333,-82.3167
USC00090311,33.5572,-82.3369
USC00090406,31.7003,-83.6231
USC00090430,33.9667,-83.3833
USC00090432,33.9167,-83.35
USC00090441,31.2333,-81.8667
USC00090444,33.8264,-84.4961
USC00090446,33.75,-84.3167
USC00090456,33.75,-84.3833
USC00090485,34.0167,-83.8333
USC00090500,33.4667,-81.9667
USC00090581,30.9167,-84.5833
USC00090586,30.8228,-84.6175
USC00090603,34.3328,-84.4703
USC00090660,33.05,-84.15
USC00090661,32.9847,-84.0881
USC00090670,31.8414,-82.3756
USC00090746,34.9194,-84.8322
USC00090787,32.15,-81.9667
USC00090840,30.8333,-81.8333
USC00090946,31.4833,-81.2167
USC00090969,34.8544,-83.9444
USC00090979,31.2239,-84.5553
USC00091024,34.8667,-84.3167
USC00091029,34.8833,-84.2833
USC00091115,34.3667,-83.0833
USC00091132,34.2,-83.0333
USC00091155,32.45,-81.6667
USC00091170,34.8667,-83.8167
USC00091200,32.9833,-84.0167
USC00091260,31.8333,-84.3667
USC00091266,32.375,-81.673
USC00091340,31.1681,-81.5022
USC00091372,32.3178,-84.5203
USC00091413,34.7833,-83.55
USC00091425,32.6525,-84.1858
USC00091433,33.3667,-81.95
USC00091448,32.6694,-83.7453
USC00091453,33.15,-83.8833
USC00091463,30.8697,-84.2175
USC00091474,34.4833,-84.9667
USC00091488,33.45,-82.65
USC00091500,31.1903,-84.2036
USC00091515,34.55,-83.4
USC00091520,34.7,-83.6333
USC00091544,31.8667,-81.6167
USC00091585,34.2072,-84.5039
USC00091601,34.0667,-82.9833
USC00091619,34.3656,-83.2328
USC00091640,33.5972,-85.0806
USC00091657,34.6061,-84.7194
USC00091665,34.2042,-84.7925
USC00091670,34.1825,-84.7958
USC00091715,34.05,-85.35
USC00091727,31.0458,-83.3917
USC00091732,34.0589,-85.2339
USC00091844,31.9578,-82.5172
USC00091856,34.7667,-84.7833
USC00091863,34.7583,-84.7642
USC00091906,34.9,-85.2717
USC00091908,34.9203,-85.2711
USC00091927,34.8,-83.9
USC00091965,34.6158,-83.5428
USC00091973,32.1678,-81.9008
USC00091982,34.8878,-83.3967
USC00091998,34.4503,-83.855
USC00092006,34.5858,-83.7658
USC00092055,32.5333,-81.2667
USC00092076,32.42,-83.3089
USC00092153,31.1681,-84.7664
USC00092159,32.5181,-84.9378
USC00092161,32.45,-84.9833
USC00092180,34.2625,-83.4894
USC00092198,33.1,-84.4333
USC00092238,31.0167,-83.8667
USC00092246,34.6333,-84.05
USC00092266,31.985,-83.7747
USC00092283,34.5181,-83.5286
USC00092318,33.5972,-83.8436
USC00092328,33.55,-82.9
USC00092361,31.8453,-83.9408
USC00092395,32.8667,-84.1
USC00092408,34.2286,-84.1281
USC00092412,34.2167,-84.1667
USC00092429,34.4397,-85.1033
USC00092450,31.7672,-84.7931
USC00092475,34.5069,-84.0208
USC00092485,33.9983,-84.7511
USC00092493,34.77,-84.8872
USC00092517,34.1175,-83.3045
USC00092532,32.6,-83.25
USC00092552,31.3725,-81.4367
USC00092570,31.7819,-84.4497
USC00092578,34.4206,-84.1039
USC00092583,34.35,-84.1333
USC00092592,33.7667,-84.3667
USC00092593,30.9772,-84.6367
USC00092677,34.7667,-84.2167
USC00092685,34.6833,-84.2833
USC00092716,31.65,-81.85
USC00092728,31.7,-83.8833
USC00092736,31.0167,-84.8833
USC00092738,31.0286,-84.8911
USC00092753,33.9378,-84.27
USC00092770,33.75,-82.3333
USC00092783,31.4889,-82.8206
USC00092791,33.7006,-84.7303
USC00092799,32.5997,-81.7078
USC00092839,32.5575,-82.9036
USC00092844,32.5575,-82.9
USC00092865,32.5667,-83.0667
USC00092966,32.2003,-83.2058
USC00092996,33.3167,-83.4
USC00093016,32.19,-81.4153
USC00093028,31.5664,-84.7339
USC00093060,34.1408,-82.855
USC00093115,34.6936,-84.4936
USC00093147,33.875,-85.0008
USC00093252,31.4333,-81.6
USC00093271,33.2631,-84.2842
